ID,Nome,Artista,Letra
7411,The Air That I Breathe,The Hollies,"If I could make a wish
I think I'd pass
Can't think of anything I need
No cigarettes, no sleep, no light, no sound
Nothing to eat, no books to read
Making love with you
Has left me peaceful, warm, and tired
What more could I ask
There's nothing left to be desired
Peace came upon me and it leaves me weak
So sleep, silent angel, go to sleep
Sometimes, all I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes to love you
All I need is the air that I breathe
Peace came upon me and it leaves me weak
So sleep, silent angel, go to sleep
Sometimes, all I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes to love you
All I need is the air that I breathe
Sometimes, all I need is the air that I breathe
And to love you
All I need is the air that I breathe
Yes to love you
All I need is the air that I breathe
And to love you
All I need is the air that I breathe"
7412,Gita,Raul Seixas,"Eu, que já andei pelos quatro cantos do mundo procurando
Foi justamente num sonho que Ele me falou
Às vezes você me pergunta
Por que é que eu sou tão calado
Não falo de amor quase nada
Nem fico sorrindo ao teu lado
Você pensa em mim toda hora
Me come, me cospe, me deixa
Talvez você não entenda
Mas hoje eu vou lhe mostrar
Eu sou a luz das estrelas
Eu sou a cor do luar
Eu sou as coisas da vida
Eu sou o medo de amar
Eu sou o medo do fraco
A força da imaginação
O blefe do jogador
Eu sou, eu fui, eu vou
(Gita! Gita! Gita! Gita! Gita!)
Eu sou o seu sacrifício
A placa de contramão
O sangue no olhar do vampiro
E as juras de maldição
Eu sou a vela que acende
Eu sou a luz que se apaga
Eu sou a beira do abismo
Eu sou o tudo e o nada
Por que você me pergunta?
Perguntas não vão lhe mostrar
Que eu sou feito da terra
Do fogo, da água e do ar
Você me tem todo dia
Mas não sabe se é bom ou ruim
Mas saiba que eu estou em você
Mas você não está em mim
Das telhas, eu sou o telhado
A pesca do pescador
A letra A tem meu nome
Dos sonhos, eu sou o amor
Eu sou a dona de casa
Nos pegue-pagues do mundo
Eu sou a mão do carrasco
Sou raso, largo, profundo
(Gita! Gita! Gita! Gita! Gita!)
Eu sou a mosca da sopa
E o dente do tubarão
Eu sou os olhos do cego
E a cegueira da visão
Eu, mas eu sou o amargo da língua
A mãe, o pai e o avô
O filho que ainda não veio
O início, o fim e o meio
O início, o fim e o meio
Eu sou o início, o fim e o meio
Eu sou o início, o fim e o meio"
7413,Anna's Song,Marvin Gaye,"This is anna's song
I'm making love all night long,
take a bath in milk, and lay on your satin sheets
laughing smiling,(oh oh)
lay a while in,(oh oh)
chocolate mint,candy sweets
(living across the way)cross the way
(living across the way,living across the way)
this is annas song
(this is anna's song, this is anna's song)
keep on singing (loving my song)
all night long (loving my song)
oooh work so hard, see me making dollars
(never worked so hard)
i know i should for my own good, whats it her smile,
makes you so stubborn and oh
didnt you notice the snow, starting to fall
come let us sit a while, just listen
to the children laughing and running wild
anna anna anna
yeah this is anna's song hey baby hey baby
loving you all night long
let it happen again and again and again baby anna yeah,
shes a child of the sun, lovingest one of all
mmm and this is anna's song yeah
keep on loving me baby loving me cross the hall,
she can't do no wrong 'cos this is anna's song
laugh and chatter to you, kiss me anna dear
ooohhhh baby
[instrumental]
hey annas heres your song yeah
the one that i promise baby, promise you all along
i knew all the time that id find the rhyme
never have a fear, here it is my dear"
7414,Gaye,Clifford T. Ward,"Gaye
Won't you let me have a say
In the way you behave
I won't last another day
If you decide to go away
You're the tray of nice things
I upset yesterday
The display of bright rings
I let slip away
Oh Gaye
You allay my every fear
In a most extraordinary way
If I thought that I could find
My way without you
I would not ask you to stay
You're the tray of nice things
I upset yesterday
The mainstay of my dreams
That I let slip away
Gaye
Won't you let me have a say
In the way you behave
I won't last another day
If you decide to go away
Don't go away
Oh please stay
Don't go away
Please stay"
7415,Ó Abre Alas,Marchinhas de Carnaval,"Ó, abre alas, que eu quero passar
Eu sou da Lira, não posso negar
Eu sou da Lira, não posso negar
Ó, abre alas, que eu quero passar
Rosa de Ouro é que vai ganhar
Rosa de Ouro é que vai ganhar
Ó, abre alas, que eu quero passar
Eu sou da Lira, não posso negar
Eu sou da Lira, não posso negar
Ó, abre alas, que eu quero passar
Rosa de Ouro é que vai ganhar
Rosa de Ouro é que vai ganhar
Ó, abre alas, que eu quero passar
Eu sou da Lira, não posso negar
Eu sou da Lira, não posso negar
Ó, abre alas, que eu quero passar
Rosa de Ouro é que vai ganhar
Rosa de Ouro é que vai ganhar
Ó, abre alas, que eu quero passar
Eu sou da Lira, não posso negar
Eu sou da Lira, não posso negar
Ó, abre alas, que eu quero passar
Rosa de Ouro é que vai ganhar
Rosa de Ouro é que vai ganhar
Ó, abre alas, que eu quero passar
Eu sou da Lira, não posso negar
Eu sou da Lira, não posso negar
Ó, abre alas, que eu quero passar
Rosa de Ouro é que vai ganhar
Rosa de Ouro é que vai ganhar
Ó, abre alas, que eu quero passar
Eu sou da Lira, não posso negar
Eu sou da Lira, não posso negar
Ó, abre alas, que eu quero passar
Rosa de Ouro é que vai ganhar
Rosa de Ouro é que vai ganhar"
7416,Band On The Run (feat. Wings),Paul McCartney,"Stuck inside these four walls
Sent inside forever
Never seeing no one
Nice again
Like you
Mama, you
Mama, you
If I ever get out of here
Thought of giving it all away
To a registered charity
All I need is a pint a day
If I ever get out of here
If we ever get out of here
Well, the rain exploded with a mighty crash
As we fell into the Sun
And the first one said to the second one there
I hope you're having fun
Band on the run
Band on the run
And the jailer man and Sailor Sam
Were searching everyone
For the band on the run
Band on the run
For the band on the run
Band on the run
Well, the undertaker drew a heavy sigh
Seeing no one else had come
And a bell was ringing in the village square
For the rabbits on the run
Band on the run
Band on the run
And the jailer man and Sailor Sam
Were searching everyone
For the band on the run
Band on the run
Yeah, the band on the run
The band on the run
The band on the run
Band on the run
Well, the night was falling as the desert world
Began to settle down
In the town, they're searching for us everywhere
But we never will be found
Band on the run
Band on the run
And the county judge
Who held a grudge
Will search forevermore
For the band on the run
The band on the run
The band on the run
Band on the run"
7417,So Very Hard To Go,Tower Of Power,"Ain't nothin' I can say
Nothin' I can do
I feel so bad, yeah
I feel so blue
I got to make it right
For everyone concerned
Even if it's me
If it means just it's me what's gettin' burned
'Cause I could never make you unhappy, no I couldn't do that girl
Only wish I didn't love you so
Makes it so, so very hard to go
(So very hard to go) 'cause I love you so
(So very hard to go) ah, I love you so
I knew the time would come
I'd have to pay for my mistakes
I can't blame you for what you're doin' to me girl
Even tho' my heart aches
Your dreams have all come true
Just the way you planned them
So I'll just step aside
I'm goin' step aside and lend a helping hand then
'Cause I could never make you unhappy, no I couldn't do that girl
Only wish I didn't love you so
Makes it so, so very hard to go
(So very hard to go) 'cause I love you so
(So very hard to go) oh, I love you so
I could never make you unhappy, no
I couldn't do that girl
Only wish I didn't love you so
Makes it so, so very hard to go
(So very hard to go) 'cause I love you so
(So very hard to go) oh, I love you so
(So very hard to go) and it ain't easy to walk away when a man love somebody
(So very hard to go) hey, hey, hey, hey"
7418,Rock Your Baby,George McCrae,"Sexy wild
Woman, take me in your arms
Rock your baby
Woman, take me in your arms
Rock your baby
There's nothin' to it
Just say you wanna do it
Open up your heart
And let the lovin' start
Woman, take me in your arms
Rock your baby
Woman, take me in your arms
Rock your baby
Yeah, hold me tight
With all your might
Now let your lovin' flow
Real sweet and slow
Woman, take me in your arms
Rock your baby
Woman, take me in your arms
Rock your baby
C'mon
Woman, take me in your arms
Rock your baby
Woman, take me in your arms
Rock your baby"
7419,O Mundo Melhor de Pixinguinha,Elis Regina,"E B7 E
Lá vem Portela com Pixinguinha em seu altar
C#7 F#m B7 E
E o altar da escola é samba que a gente faz e na rua vem cantar
Bm C#7 F#m Am
Portela, teu carinhoso reino é oração
E C#7 F#m B7 E B7
Pra falar de quem ficou como devoção em nosso coração
E F° F#m B7 E
Pizindim, Pizindim, Pizindim, é assim que a vovó Pixinguinhachamava
C#7 F#m B7 E
Menino bom na sua língua natal, menino bom que se tornouimortal
C#7 F#m B7 E C#7
E a roseira dá rosa em botão, Pixinguinha dá rosa canção
F#m B7 E E7
E a canção bonita é como a flor que tem perfume e cor
A Am E C#
E ele que era um poema de ternura e paz
F#m B7 E E7 BIS"
7420,Manhãs de Setembro,Vanusa,"Fui eu quem se fechou no muro
E se guardou lá fora
Fui eu quem num esforço
Se guardou na indiferença
Fui eu que numa tarde
Se fez tarde de tristezas
Fui eu que consegui
Ficar e ir embora
E fui esquecida
Fui eu
Fui eu que em noite fria
Se sentia bem
E na solidão sem ter ninguém
Fui eu
Fui eu que em primavera
Só não viu as flores
E o Sol
Nas manhãs de Setembro
Eu quero sair
Eu quero falar
Eu quero ensinar
O vizinho a cantar
Eu quero sair
Eu quero falar
Eu quero ensinar
O vizinho a cantar
Nas manhãs de Setembro
Nas manhãs de Setembro
Nas manhãs de Setembro
Nas manhãs
Fui eu quem se fechou no muro
E se guardou lá fora
Fui eu quem num esforço
Se guardou na indiferença
Fui eu que numa tarde
Se fez tarde de tristezas
Fui eu que consegui
Ficar e ir embora
E fui esquecida
Fui eu
Fui eu que em noite fria
Se sentia bem
E na solidão sem ter ninguém
Fui eu
Fui eu que em primavera
Só não viu as flores
E o Sol
Nas manhãs de Setembro
Eu quero sair
Eu quero falar
Eu quero ensinar
O vizinho a cantar
Eu quero sair
Eu quero falar
Eu quero ensinar
O vizinho a cantar
Nas manhãs de Setembro
Nas manhãs de Setembro
Nas manhãs de Setembro
Nas manhãs
Eu quero sair
Eu quero falar
Eu quero ensinar
O vizinho a cantar
Eu quero sair
Eu quero falar
Eu quero ensinar
O vizinho a cantar
Nas manhãs de Setembro
Nas manhãs de Setembro
Nas manhãs de Setembro
Nas manhãs"
7421,Jungle Boogie,Kool And The Gang,"Get down, Get down, get down, get down X6
Ahhhhhhhhhhh !
Jungle Boogie
Jungle Boogie
Get It On
Jungle Boogie
Jungle Boogie
Get It On
Jungle Boogie
Jungle Boogie
Jungle Boogie
Get Down With The Boogie
Jungle Boogie
(Come & Shake It Around)
Jungle Boogie
Help & Get Down
Jungle Boogie
Boogie Baby
Jungle Boogie
The Boogie
Jungle Boogie
Bruhuhuhu
Jungle Boogie
Get Down
Jungle Boogie
Get Boogie
Jungle Boogie
Let Me Jump In
Jungle Boogie
Down With The Boogie
Get down, Get down, jungle boogie, get down, get down X6
Uh, Yeah
Feel The Funk You'll
Let Me Feel The Load
Get Down With The Boogie
I'm Gonna Knock With The Jungle Boogie
Get Down
Get Down With The Boogie Say
Ough!
Get Down Say Ugh
Get Down Say Ugh
Till You Feel It You'll
Get Down You'll
Get Down
Get Funky Ya'll
With The Get Down"
7422,Vô batê pá tú,Baiano e Os Novos Caetanos,"Falou, é isso aí malandro
Tem que se ligar aí nesse som, tá sabendo...
Eu vou bate pá tú, pá tu bate pá tua patota
Vou batê pá tu bate pá tú
Pá tú batê
Vô batê pá tú, batê pá tú
Pá tú batê
Vô batê pá tú, batê pá tú
Pá tú batê
Vô batê pá tú, batê pá tú
Pá tú batê
Pá amanhã a pá não me dizer
Que eu não bati pá tú
Pá tú pode batê
O caso é esse
Dizem que falam que não sei o que
Tá pá pintá ou tá pá acontecer
É papo de altas transações
Deduração um cara louco
Que dançou com tudo
Entregação com dedo de veludo
Com quem não tenho grandes ligações
Vou batê pá tu bate pá tú
Pá tú batê
Vô batê pá tú, batê pá tú
Pá tú batê
Vô batê pá tú, batê pá tú
Pá tú batê
Vô batê pá tú, batê pá tú
Pá tú batê
Pá amanhã a pá não me dizer
Que eu não bati pá tú
Pá tú pode batê
O caso é esse
Dizem que falam que não sei o que
Tá pá pintá ou tá pá acontecer
É papo de altas transações
Deduração, um cara louco
Que dançou com tudo
Entregação com dedo de veludo
Com quem não tenho grandes ligações
Tá falado, tu tem que se ligar....
É isso aí, falou
Vou batê pá tu bate pá tú
Pá tú batê
Vô batê pá tú, batê pá tú
Pá tú batê
Vô batê pá tú, batê pá tú
Pá tú batê
Vô batê pá tú, batê pá tú
Pá tú batê
Pá amanhã a pá não me dizer
Que eu não bati pá tú
Pá tú pode batê
O caso é esse
Dizem que falam que não sei o que
Tá pá pintá ou tá pá acontecer
É papo de altas transações
Deduração um cara louco
Que dançou com tudo
Entregação com dedo de veludo
Com quem não tenho grandes ligações"
7423,Sexy Lady,MC Magic,"Quiero que sepas que todos los dias
Solo pienso en ti
Eres la reina de mi vida
Mi corazon es para ti
I wanna treat you like a queen
I wanna love you tonight
Sexy lady with the pretty brown eyes let me know if you down to ride
I remember when i met you
You was standing with your friends at the bar looking so fly
From the hotel sweet to the bubbles in the bath tub
No matter what you want to do i got your back love
Let me give it to you baby let me rub your back
As a matter of a fact
With the lights down low with the beat thats slow imma make you loose control
Let me touch them private places
Homerun hit like four bases
Making all them sexy faces
Damn girl you drive me crazy
I wont stop until the panties drop
Foggy windows in the parking lot
Holiday inn or the Marriott
Dime lo que quieras i make it real hot
Quiero que sepas que todos los dias
solo pienso en ti
eres la reina de mi vida
mi corazon es para ti
I wanna treat you like a queen
I wanna love you tonight
Sexy lady with the pretty brown eyes let me know if you down to ride
let me know girl
Let me treat that body like a playground
From the top of the slide to the merry-go-round
Dont stop 'till you get enough
Till your eyes roll back and your legs lock up
Ooh wee i know you like that feeling when im killing
That kitty kat kat and i break your back and you lose your breath like a cardiac
Must be that sex maniac in me
Gotta hit it one time or maybe three
You know that i gotta make it hotter than a hundred degrees
Tell me one thing
In the morning when you wake up
What you wanna do
Yo quiero hacer el amor with nobody else but you
I told you lady that im going to love you so right
Let me touch that body in the places that nobody has ever touched before
Let me just love you right let me show you what i feel
Your my one and only lady and thats why our love is so so real
Come on now
M A G I C C I T Y
Nasty boy records dot com
From NBK to NB Ridaz to the magic city
Another one baby come on
M A G I C C I T Y"
7424,Bennie And The Jets,Elton John,"Hey, kids, shake it loose together
The spotlight's hitting something
That's been known to change the weather
We'll kill the fatted calf tonight
So stick around
You're gonna hear electric music
Solid walls of sound
Say, Candy and Ronnie, have you seen them yet?
Ooh, but they're so spaced out
Bennie and the Jets
Oh, but they're weird and they're wonderful
Oh, Bennie, she's really keen
She's got electric boots, a mohair suit
You know I read it in a magazine
Bennie and the Jets
Hey, kids, plug into the faithless
Maybe they're blinded
But Bennie makes them ageless
We shall survive, let us take ourselves along
Where we fight our parents out in the streets
To find who's right and who's wrong
Oh, Candy and Ronnie, have you seen them yet?
Ooh, but they're so spaced out
Bennie and the Jets
Oh, but they're weird and they're wonderful
Oh, Bennie, she's really keen
She's got electric boots, a mohair suit
You know I read it in a magazine
Bennie and the Jets
Oh, Candy and Ronnie, have you seen them yet?
Ooh, but they're so spaced out
Bennie and the Jets
Oh, but they're weird and they're wonderful
Oh, Bennie, she's really keen
She's got electric boots, a mohair suit
You know I read it in a magazine
Bennie and the Jets
Bennie, Bennie and the Jets
Bennie, Bennie, Bennie, Bennie and the Jets
Bennie, Bennie, Bennie, Bennie, Bennie and the Jets
Bennie, Bennie, Bennie, Bennie and the Jets
Bennie, Bennie and the Jets"
7425,Sideshow,Blue Magic,"Hurry, hurry, step right up
See the side show in town for only fifty cents
Step right up hurry, hurry, before the show begins, my friends
Stand in line,get your ticket, I hope you will attend
It'll only cost you fifty cents to see
What life has done to those like you and me
See the man with the broken heart, you'll see that he is sad, he hurts so bad (so bad, so bad)
See the girl who has lost the only love she ever had
There's got to be no sadder show to see
No doubt about it, satisfaction's guaranteed
So let the sideshow begin
Hurry, hurry, step right up on in
Can't afford to pass it by
Guaranteed to make you cry
Let the sideshow begin (hurry, hurry)
Hurry, hurry, step right on in
Can't afford to pass it by
Guaranteed to make you cry
See the man who's been cryin' for a million years, so many tears (so many tears)
See the girl who's collected broken hearts for souvenirs
It's more exciting than a one man band
The saddest little show in all the land
So let the side show begin (hurry, hurry)
Hurry, hurry, step right up on in
Can't afford to pass it by
Guaranteed to make you cry
Let the sideshow begin
Hurry, hurry, step right on in
Can't afford to pass it by
Guaranteed to make you cry
So let the sideshow begin(hurry, hurry)
Hurry, hurry, step right on in
Can't afford to pass it by
Guaranteed to make you cry"
7426,Love Me Or Leave Me Alone,Dennis Yost And The Classics Four,"You hold your arms open wide
You say come and lay by your side
If this is just another ride you're taking me on,
Then leave me alone
I'm not your part-time man
Love is more than now and then
I've enjoyed as much as this, as I can stand
So, love me or leave me alone
Love me or leave me alone
Love me or, baby,
Believe me, I'm gone
This time I'm gonna be strong
Maybe once upon a time,
I was young and love was blind
I thought I had finally made up my mind
It's sad, but...
Love me or leave me alone
Love me or leave me alone
Love me or, baby,
Believe me, I'm gone
Love me or leave me
Girl, don't deceive me
Love me or leave me alone..."
7427,Eu Quero Apenas (Um Milhão de Amigos),Roberto Carlos,"Eu quero apenas olhar os campos
Eu quero apenas cantar meu canto
Eu só não quero cantar sozinho
Eu quero um coro de passarinhos
Quero levar o meu canto amigo
A qualquer amigo que precisar
Eu quero ter um milhão de amigos
E bem mais forte poder cantar
Eu quero ter um milhão de amigos
E bem mais forte poder cantar
Eu quero apenas um vento forte
Levar meu barco no rumo norte
E no caminho o que eu pescar
Quero dividir quando lá chegar
Quero levar o meu canto amigo
A qualquer amigo que precisar
Eu quero ter um milhão de amigos
E bem mais forte poder cantar
Eu quero ter um milhão de amigos
E bem mais forte poder cantar
Eu quero crer na paz do futuro
Eu quero ter um quintal sem muro
Quero meu filho pisando firme
Cantando alto, sorrindo livre
Quero levar o meu canto amigo
A qualquer amigo que precisar
Eu quero ter um milhão de amigos
E bem mais forte poder cantar
Eu quero ter um milhão de amigos
E bem mais forte poder cantar
Eu quero o amor decidindo a vida
Sentir a força da mão amiga
O meu irmão com um sorriso aberto
Se ele chorar quero estar por perto
Quero levar o meu canto amigo
A qualquer amigo que precisar
Eu quero ter um milhão de amigos
E bem mais forte poder cantar
Eu quero ter um milhão de amigos
E bem mais forte poder cantar
Venha comigo olhar os campos
Cante comigo também meu canto
Eu só não quero cantar sozinho
Eu quero um coro de passarinhos
Quero levar o meu canto amigo
A qualquer amigo que precisar
Eu quero ter um milhão de amigos
E bem mais forte poder cantar
Eu quero ter um milhão de amigos
E bem mais forte poder cantar
Eu quero ter um milhão de amigos
E bem mais forte poder cantar
Eu quero ter um milhão de amigos
E bem mais forte poder cantar
Eu quero ter um milhão de amigos
E bem mais forte poder cantar
Eu quero ter um milhão de amigos
E bem mais forte poder cantar"
7428,"Canta Canta, Minha Gente",Martinho da Vila,"Canta canta, minha gente
Deixa a tristeza pra lá
Canta forte, canta alto
Que a vida vai melhorar
Que a vida vai melhorar
Que a vida vai melhorar
Que a vida vai melhorar
Que a vida vai melhorar
Cantem o samba de roda
O samba-canção e o samba rasgado
Cantem o samba de breque
O samba moderno e o samba quadrado
Cantem ciranda, o frevo
O coco, maxixe, baião e xaxado
Mas não cante essa moça bonita
Porque ela está com o marido do lado
Canta canta, minha gente
Deixa a tristeza pra lá
Canta forte, canta alto
Que a vida vai melhorar (canta de novo!)
Canta canta, minha gente
Deixa a tristeza pra lá
Canta forte, canta alto
Que a vida vai melhorar
Que a vida vai melhorar
Que a vida vai melhorar
Mas a vida vai melhorar
Que a vida vai melhorar
Quem canta seus males espanta
Lá em cima do morro ou sambando no asfalto
Eu canto o samba-enredo
Um sambinha lento e um partido alto
Há muito tempo não ouço
O tal do samba sincopado
Só não dá pra cantar mesmo
É vendo o sol nascer quadrado
Canta canta, minha gente
Deixa a tristeza pra lá
Canta forte, canta alto
Que a vida vai melhorar
Canta canta, minha gente
Deixa a tristeza pra lá
Canta forte, canta alto
Que a vida vai melhorar
Que a vida vai melhorar
Que a vida vai melhorar
Mas eu disse que vai melhorar
Que a vida vai melhorar
Ora, se vai melhorar
Que a vida vai melhorar
Mas será que vai melhorar?
Que a vida vai melhorar
Eu já vou é me mandar
Que a vida vai melhorar
Que a vida vai melhorar
Ê, o que é que há?"
7429,Oh Very Young,Cat Stevens,"Oh very young
What will you leave us this time?
You're only dancing on this earth for a short while
And though your dreams may toss and turn you now
They will vanish away like your daddy's best jeans
Denim Blue fading up to the sky
And though you want him to last forever
You know he never will
(You know he never will)
And the patches make the goodbye harder still
Oh, very young
What will you leave us this time?
There'll never be a better chance to change your mind
And if you want this world to see a better day
Will you carry the words of love with you?
Will you ride the great white bird into heaven?
And though you want to last forever
You know you never will
(You know you never will )
And the goodbye makes the journey harder still
Oh, very young
What will you leave us this time?
You're only dancing on this earth for a short while
Oh, very young
What will you leave us this time?"
7430,Se Não For Amor,Benito Di Paula,"Você me olha desse jeito
Meus direitos e defeitos
Querem se modificar
Meu pensamento se transforma
Me transporto simplesmente
Penso coisa diferente
Vejo em você meu amor
Se não for nada disso fique perto
Dou um jeito e tudo certo
Não precisa se preocupar
Dê mais um sorriso e vá embora
Por favor volte outra hora
Eu só quero ver você voltar
Mas se não for amor
Não diga nada por favor
Não apague esse sonho
Pois meu coração nunca sofreu de amor
(Mas se não for amor)
(Não diga nada por favor)
(Não apague esse sonho)
(Pois meu coração nunca sofreu de amor)
Você me olha desse jeito
Meus direitos e defeitos
Querem se modificar
Meu pensamento se transforma
Me transporto simplesmente
Penso coisa diferente
Vejo em você meu amor
Se não for nada disso fique perto
Dou um jeito e tudo certo
Não precisa se preocupar
Dê mais um sorriso e vá embora
Por favor volte outra hora
Eu só quero ver você voltar
Mas se não for amor
Não diga nada por favor
Não apague esse sonho
Pois meu coração nunca sofreu de amor
(Mas se não for amor)
(Não diga nada por favor)
(Não apague esse sonho)
(Pois meu coração nunca sofreu de amor)
(Mas se não for amor)
(Não diga nada por favor)
(Não apague esse sonho)
(Pois meu coração nunca sofreu de amor)"
7431,Tu Nella Mia Vita,Wess & Dori Ghezzi,"Se tu sbagli e ti arrabbi da sola
Cosa vuoi che sia
Ti amo tanto che posso far finta
Che sia colpa mia
M'innamorerò ancora bambina
Non ti ho detto mai
Che se ho perso pudore e paura
È per te lo sai
All'aurora mi sveglio cercando
Qualche cosa in me
Poi raccolgo parole nel cuore
Per portarle a te
Tu nella mia vita sempre tu
Se non ti avessi ti vorrei
Ti cercherei
Tu nella mia vita solo tu
Tutto il mio mondo sai cos'è
È stare con te
Se a una festa ti guarda qualcuno
La mia gelosia
Mi fa male ripeto più forte
Che sei solo mia
Io non posso pensare a una vita
Dove non ci sei
Del mio amore di tutti i miei sogni
Cosa ne farei
Tu nella mia vita sempre tu
Se non ti avessi ti vorrei
Ti cercherei
Tu nella mia vita sempre tu
Ogni pensiero accanto a te
Parlami te
Tu nella mia vita sempre tu
Se non ti avessi ti vorrei
Ti cercherei
Tu nella mia vita solo tu
Tutto il mio mondo sai cos'è
È stare con te"
7432,My Mistake,Pholhas,"There was a place that I lived
And a girl, so young and fair
I have seen many things in my life
Some of them I'll never forget
Everywhere
I was sent to prison
For having murdered my wife
Because she was living with him
I lost my head and shot her
I was sent to prison
For having murdered my wife
Because she was living with him
I lost my head and shot her
This was my story in the past
And I'll go to reform myself
I am paying for my mistake
I will never be the same man again"
7433,Amor Com Amor Se Paga,Chico Rey e Paraná,"Meu Deus, por que neste mundo
Eu nunca tive um amor sincero?
Aquela que me faz sofrer
É o amor que eu tanto quero
Lhe dei todo meu carinho
E recebi só ingratidão
É isso que a gente ganha
Quando entrega o coração
É isso que a gente ganha
Quando entrega o coração
Amor, com amor se paga
E não mereço sofrer tanto assim
Eu peço a Deus que ela entenda
E traga de volta todo amor pra mim
Eu peço a Deus que ela entenda
E traga de volta todo amor pra mim"
7434,Quantas Lágrimas,Velha Guarda da Portela,"Ah, quantas lágrimas eu tenho derramado,
Só em saber que não posso mais,
Reviver o meu passado,
Eu vivia cheio de esperança,
E de alegria eu cantava eu sorria,
Mas hoje em dia eu não tenho mais,
A alegria dos tempos atrás.
Mas hoje em dia eu não tenho mais,
A alegria dos tempos atrás.
Só melancolia os meus olhos trazem,
Ai quanta saudade a lembrança traz,
Se houvesse retrocesso na idade,
Eu não teria saudade,
Da minha mocidade...."
7435,Flores Astrais,Secos & Molhados,"Um grito de estrelas vem do infinito
E um bando de luz repete o grito
Todas as cores e outras mais
Procriam flores astrais
O verme passeia na lua cheia"
7436,Cadeira de Rodas,Fernando Mendes,"Sentada na porta
Em sua cadeira de rodas ficava
Seus olhos tão lindos
Sem ter alegria
Tão triste chorava
Mas quando eu passava
A sua tristeza chegava ao fim
Sua boca pequena
No mesmo instante
Sorria pra mim
Aquela menina era a felicidade
Que eu tanto esperei
Mas não tive coragem
E não lhe falei do meu grande amor
E agora, por onde ela anda?
Eu não sei
Hoje eu vivo sofrendo e sem alegria
Não tive coragem bastante pra me decidir
Aquela menina em sua cadeira de rodas
Tudo eu daria pra ver novamente sorrir"
7437,Sunshine On My Shoulders,John Denver,"Sunshine on my shoulders makes me happy
Sunshine in my eyes can make me cry
Sunshine on the water looks so lovely
Sunshine almost always makes me high
If I had a day that I could give you
I'd give to you a day just like today
If I had a song that I could sing for you
I'd sing a song to make you feel this way
Sunshine on my shoulders makes me happy
Sunshine in my eyes can make me cry
Sunshine on the water looks so lovely
Sunshine almost always makes me high
If I had a tale that I could tell you
I'd tell a tale sure to make you smile
If I had a wish that I could wish for you
I'd make a wish for sunshine all the while
Sunshine on my shoulders makes me happy
Sunshine in my eyes can make me cry
Sunshine on the water looks so lovely
Sunshine almost always makes me high
Sunshine almost all the times makes me high
Sunshine almost always..."
7438,Toró de Lágrimas,Antonio Carlos & Jocafi,"Toró de lágrimas
Foi o retrato doído que você deixou
Foi num momento de sede em que a fonte secou
Ai de mim!
Toró de lágrimas
Foi um amor programado por computador
Tanta lembrança bonita e você não guardou
Ai de mim!
O seu amor fabricado que fez por fazer
Angústia e desprezo, desmancha-prazer
No fundo, no fundo, você não prestou
Um sentimento emprestado perdeu seu valor
Eu compro essa briga e não faço favor
No fundo, no fundo, você não prestou"
7439,All In Love Is Fair,Stevie Wonder,"All is fair in love
Love's a crazy game
Two people vow to stay
In love as one they say
But all is changed with time
The future, no one can see
The road you leave behind
Ahead lies mystery
But all is fair in love
I had to go away
A writer takes his pen
To write the words again
That all in love is fair
All of fate's a chance
It's either good or bad
I tossed my coin to say
In love with me you'd stay
But all in war is so cold
You either win or lose
When all is put away
The loosing side I'll play
But all is fair in love
I should have never left your side
A writer takes his pen
To write the words again
That all in love is fair
A writer takes his pen
To write the words again
That all in love is fair"
7440,Arrasta a Sandália,Beth Carvalho,"Arrasta a sandália que o samba vai começar
Arrasta a sandália que o samba vai começar
Arrasta a sandália que o samba vai começar
Arrasta a sandália que o samba vai começar
O meu samba é de frente
É fundo de quintal
Do morro, do asfalto
É dito popular
Brasileiro, guerreiro
De chão, de terreiro
Ele é de carvalho e de jequitibá
Sai de dentro do peito
Não tem preconceito
Emana alegria em qualquer lugar
Arrasta a sandália que o samba vai começar
Arrasta a sandália que o samba vai começar
Ele não tem segredo
De roda, de enredo
Em qualquer esquina
À luz do luar
Ele é branco, ele é negro
Arrasta a corrente
Inspira poetas em mesa de bar
Ele é valente, é coisa da gente
Semente que brota em qualquer lugar
Arrasta a sandália que o samba vai começar
Arrasta a sandália que o samba vai começar
O meu samba é de frente
É fundo de quintal
Do morro, do asfalto
É dito popular
Brasileiro, guerreiro
De chão, de terreiro
É de Beth Carvalho, que sabe cantar
Sai de dentro do peito
Não tem preconceito
Emana alegria em qualquer lugar
Arrasta a sandália que o samba vai começar
Arrasta a sandália que o samba vai começar
Ele não tem segredo
De roda, de enredo
Em qualquer esquina
À luz do luar
Ele é branco, ele é negro
Arrasta a corrente
Inspira poetas em mesa de bar
Ele é valente, é coisa da gente
Semente que brota em qualquer lugar
Arrasta a sandália que o samba vai começar
Arrasta a sandália que o samba vai começar"
