ID,Nome,Artista,Letra
6271,Can't Help Falling In Love,Elvis Presley,"Wise men say
Only fools rush in
But I can't help
Falling in love with you
Shall I stay?
Would it be a sin
If I can't help
Falling in love with you?
Like a river flows
Surely to the sea
Darling, so it goes
Some things are meant to be
Take my hand
Take my whole life too
For I can't help
Falling in love with you
Like a river flows
Surely to the sea
Darling, so it goes
Some things are meant to be
Take my hand
Take my whole life too
For I can't help
Falling in love with you
For I can't help
Falling in love with you"
6272,Juntinhos é Melhor,Emilinha Borba,"Não sei aonde está não sei com quem está
Alguém que é meu bem
Não sei se está cantando, não sei se está chorando
Nos braços de alguém.
Mas se estiver amando a outra enganando
Pois seu amor sou eu
Se alguém tem seu carinho vai ficar sozinho
Pois seu carinho é meu.
Vem, vamos seguir um só destino
Nem tu nem eu pode ir sozinho
A estrada é longa para um só
Vem, o teu destino é meu destino
Prá que viver em desatino?
Nós dois juntinhos é melhor."
6273,Crying In The Rain,a-ha,"I'll never let you see
The way my broken heart is hurting me
I've got my pride and I know how to hide
All my sorrow and pain
I'll do my crying in the rain
If I wait for stormy skies
You won't know the rain from the tears in my eyes
You'll never know that I still love you so
Only heartaches remain
I'll do my crying in the rain
Raindrops falling from heaven
Could never take away my misery
Since we're not together
I pray for stormy weather
To hide these tears I hope you'll never see
Someday, when my crying is done
I'm gonna wear a smile and walk in the Sun
I may be a fool but till then
Darling, you'll never see me complain
I'll do my crying in the rain
Uh, uh, uh, uh
Since we're not together
I pray for stormy weather
To hide these tears I hope you'll never see
Someday when my crying is done
I'm gonna wear a smile and walk in the Sun
I may be a fool but till then
Darling, you'll never see me complain
I'll do my crying in the rain
I'll do my crying in the rain
I'll do my crying in the rain"
6274,Vou Ter Um Troço,Marchinhas de Carnaval,"Garota você é uma gostosura
Foi proibida
Pela censura
Garota você é uma gostosura
Foi proibida
Pela censura
Sai de perto de mim
Olhar pra você eu não posso
Me segura que eu vou ter um troço
Me segura que eu vou ter um troço
Me segura que eu vou ter um troço
Me segura que eu vou ter um troço."
6275,Sherry,Frankie Valli,"Sherry, Sherry baby
Sherry, Sherry baby
Sherry baby (Sherry baby)
Sherry can you come out tonight
(Come,come, come out tonight)
Sherry baby (Sherry baby)
Sherry can you come out tonight
(Why don't you come out) To my twist party
(Come out) Where the bright moon shines
(Come out) We'll dance the night away
I'm gonna make you mine
Sherry baby (Sherry baby)
Sherry can you come out tonight
(Come, come, come out tonight)
You better ask your Mama (Sherry baby)
Tell her everything is alright
(Why don't you come out) With your red dress on
(Come out) Mmm you look so fine
(Comeout) Move it nice and easy
Girl, you make me lose my mind"
6276,DREAM,BABYMONSTER,"Sometimes
I don't know who I am
Doubting myself again
Can't find a light in the dark
And I'm
Finding myself in the rain
Tryna get out of the pain
Know that I've come so far
I made a promise, I'll never run and hide
I'm getting stronger
I'm getting stronger
A little longer
I'm getting stronger
Now I
Finally found my wings
I let go of everything
Decided to follow my heart
And I'm
Finally able to breathe
Finally able to see
Just who I was born to be
I'm waking up in my dream
Uh
Oh, yeah, that fire's in my eyes
No sleep, you keep them lullabies
Cross hearts, I've been the one to ride
Vroom-vroom, I'll see you later, bye
I keep it a hundred, we one in a million, no billion
No kiddin', no ceiling, that's limitless
Stars in the sky, we infinite
Envisioned it, just how I pictured it
Here we are, all of the lights
Spotlight is blinding my eyes
Just breathe and live and let it die
Lift up my head, I'ma rise
Spread out my wings, I'm a fly, fly high
I'm getting stronger
I'm getting stronger
A little longer
I'm getting stronger
Now I
Finally found my wings
I let go of everything
Decided to follow my heart
I don't care what they say (say)
My life is not a game (game)
Never gon' run away
So don't wake me up (finally able to breathe) (yeah, yeah, yeah)
Can't wake me up (nothing can wake me up)
I'm waking up in my dream"
6277,Contradizendo,Carlos Nobre,"Disse um poeta na sua lira
O amor na humanidade é uma mentira
Talvez porisso não crês agora
Na dor desta paixão que me devora
Mas eu que sinto dentro do peito
Bater meu coração insatisfeito
Posso dizer-te magoado e triste
Que verdadeiramente o amor existe
Existe sim, nos meus desejos
Na minha ânsia por teus beijos
Existe enfim, na minha dor
Nesta amargura de viver sem teu amor
Solo
Existe sim, nos meus desejos
Na minha ânsia por teus beijos
Existe enfim, na minha dor
Nesta amargura de viver sem teu amor
Disse um poeta..."
6278,Eu,Djonga,"Com uma obra voltada pro antirracismo, o rapper mineiro Djonga
É o único representante brasileiro num prêmio internacional de hip-hop
Conteúdo alienante que entorpece a psique dos jovens das periferias
Com uma falsa sensação de representatividade
Balançou o bagulho, bagulho aí entendido como os velhos cercadinhos socioculturais
Que perderam o sentido, preconceitos caídos de podre
Porque se eu fa-falasse um negro criminoso, eu seria racista
Então exatamente foi o que eu quis colocar
Tentei colocar que um lado desse jeito seria racista
Um cantor de rap fez um show pra milhares de pessoas nesse fim de semana
As cenas de aglomeração chamaram atenção nas redes sociais
Tô numa casa grande cercado de amigos
Amigos? Só tô numa casa grande
Narrei seu mundo igual Galvão, me amaram pique Silvio Luiz, ó
Vou terminar igual Casagrande
Cuidei de todo mundo e esqueci de mim
A rua quis fuder comigo, ela era minha amante
Menino, olha o que fizeram com Luther King
Quem caça Simonal, caça Bob e caça Gandhi
De passar batido, primo, eu sempre passei longe
Fui passar passando pelos cana e parei onde?
Fede mijo e sangue, ainda bem que foi só uma noite
Admiro os cria que tiraram mais de onze ano
Desgraçado tirou o resto da minha inocência
Eu nem vi passando e acabou minha adolescência
O que é seu, é seu, inclusive suas conta
Acerta com Jesus, que injustiça é consequência
Antes de ser eu, eu sempre quis ser nós
Agora só quero ser nós sem deixar de ser eu
Entendi a diferença entre o líder e o boss
É que um brilha se tu for luz, o outro brilha se tu for breu
Humano demais pra ser tão bom pra você
Humano demais pra não acertar e assumir
Humano demais, esse é seu ídolo
Humano demais pra não aprender com isso aqui
Sou tão só, tão eu
Sou tão só, tão eu, é
Tão eu
A vingança é aquele prato que cê come frio
Na vitória são vários pratos e uma mesa cheia
A derrota é um prato raso e eu comendo sozinho
Tô tipo Jonas perdido no bucho da baleia
Eles te fazem Messias, mas preferem Barrabás
E diferente de Pilatos, não lavo minhas mãos
Fiz a multiplicação do peixe no bolso
É o peixe no bolso que ajuda a multiplicar o pão
Antes era pouco sapato, hoje até gente tem no meu pé
É o que justifica o cheiro do chulé
Confiei demais, só depois vi que
Nem todo bicho de goiaba, goiaba é
Desde criança querem meu CPF no lixo
Tentou me cancelar, chegou atrasado
Uns dia pra trás, olhei no fundo do olho da morte
Sem entrar em detalhes, sorte que eu ando armado
O espinho vem pra te mostrar que nem tudo são flores
Coisas que me disseram numa esquina dessas
Se orienta, moleque, às vezes passa batido
Mas a vida não é um teatro e nem tudo é as peça
Fácil lidar com o barulho que faz os convidado
Foda é lidar com o silêncio que vem no fim da festa
E é o silêncio que me diz que apesar do sucesso
Eu sigo com a corda no pescoço e com a mira na testa
Humano demais pra ser tão bom pra você
Humano demais pra não acertar e assumir
Humano demais, esse é seu ídolo
Humano demais pra não aprender com isso aqui
Sou tão só, tão eu
Sou tão só, tão eu, é
Tão eu
Ganhei o mundo quando perdi a mim mesmo
Perdi o jovem eu, perdi aquele cara cheio de tesão, bem louco e aventureiro
Quer dizer, continuo maluco, mas só maluco
Sumi das rede, o pai nunca teve tão on
Deitei na rede, olhei pro céu e agradeci
Na boca do povo cê se acha o bala
Mas foi no olhar das minhas criança onde eu me reconheci
É, mais de cem mil nos trend do Twitter
Na rua ninguém, não vou levar vocês a sério
Se o assunto é hipocrisia, nós tamo empatado
O foda é que o desempate eu já sei o critério
O tamanho da minha ambição cê não mede o quanto
Eu tive meditando e juro que não mede pouco
Às vezes penso em deixar essas fita mei de canto
Bem antes que eu me acabe mei frustrado e mei que louco
Já fui camisa nove, hoje eu faço o meio de campo
Pros manin que tá no ataque não tomar nem mei pipoco
Quiser caô comigo, cagão, então vem quicando
Sou preto no Brasil, qualquer mal pra mim é pouco
Ganhei tanto dinheiro que vi que o problema não é o dinheiro
É justamente a busca por dinheiro
Meu Deus, me perdoe e deixe entrar no Céu
No buraco da agulha eu quero ser o camelo
Eu acho que tem pessoas que já foram de baixo talvez de outras encarnações
E que nessa já estão num patamar superior, mas não é meu caso, entende?
Eu não, eu chafurdei na lama mesmo, entendeu?
Eu sou o que há
Não é humildade dizer isso, não, que quem conhece e sabe de mim sou eu
Eu sei o quanto eu sou sujo, mesquinho, avarento, invejoso, irado, desconfiado
E qualquer coisa a mais que cê possa botar
Covarde, entendeu? Mentiroso
Eu conheço, acontece que eu não gosto"
6279,Here We Go,Norman,"I will run, I will rise, I will grow
I will climb to the place I belong
I will fight like the world's never known
Like the world's never known
Here we go
Like the world's never known
Here we go
Like the world's never known
Through the smoke, through the ash, through the flames
And it burns like a fire in my veins
In the end you'll remember my name
Remember my name
Here we go
Like the world's never known
Here we go
Like the world's never known
Here we go
Here we go
Like the world's never known
Here we go"
6280,Xibom Bombom,As Meninas,"Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Analisando essa cadeia hereditária
Quero me livrar dessa situação precária
Analisando essa cadeia hereditária
Quero me livrar dessa situação precária
Onde o rico cada vez fica mais rico
E o pobre cada vez fica mais pobre
E o motivo todo mundo já conhece
É que o de cima sobe e o de baixo desce
E o motivo todo mundo já conhece
É que o de cima sobe e o de baixo desce
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Mas eu só quero educar meus filhos
Tornar um cidadão com muita dignidade
Eu quero viver bem, quero me alimentar
Com a grana que eu ganho, não dá nem pra melar
E o motivo todo mundo já conhece
É que o de cima sobe e o de baixo desce
E o motivo todo mundo já conhece
É que o de cima sobe e o de baixo desce
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom, bom, xibom, bombom
Bom, bom, xibom, bombom
Analisando essa cadeia hereditária
Quero me livrar dessa situação precária
Analisando essa cadeia hereditária
Quero me livrar dessa situação precária
Onde o rico cada vez fica mais rico
E o pobre cada vez fica mais pobre
E o motivo todo mundo já conhece
É que o de cima sobe e o de baixo desce
E o motivo todo mundo já conhece
É que o de cima sobe e o de baixo desce
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Mas eu só quero educar meus filhos
Tornar um cidadão com muita dignidade
Eu quero viver bem, quero me alimentar
Com a grana que eu ganho, não dá nem pra melar
E o motivo todo mundo já conhece
É que o de cima sobe e o de baixo desce
E o motivo todo mundo já conhece
É que o de cima sobe e o de baixo desce
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom
Bom xibom, xibom, bombom"
6281,Quando o Setembro Vier,Solevante e Soleny,"Me lembro o dia que ela partiu
Foi num domingo do mês de agosto
Ela foi embora nem se despediu
Me causando um grande desgosto
Mas seja lá o que Deus quiser
Vou carregando a minha dor
Mas quando setembro vier
Estarei nos braços de outro amor
Eu pensei que me amava tanto
Vejo agora que me enganei
Ela queria ver cair meu pranto
Eu confesso que muito chorei
Mas seja lá o que Deus quiser
Vou carregando a minha dor
Mas quando setembro vier
Estarei nos braços de outro amor
Agora estou vivendo sozinho
Na solidão mesmo sem ninguém
Sem amor e também sem carinho
Sofrendo tanto longe de meu bem
Mas seja lá o que Deus quiser
Vou carregando a minha dor
Mas quando setembro vier
Estarei nos braços de outro amor"
6282,Paz Em Meio Ao Caos (part. Bone Thugs N Harmony),RZO,"[Negra Li]
Ôô, uôu-uôu, paz em meio ao caos
Você precisa ter coragem pra encontrar
Paz em meio ao caos
[Layzie Bone]
Never coming short on the Lord's grace
I run a race on a course to be great
My mind say: first place
Gotta know where I been to even know where I'm goin'
To the top where I'm headed, yeah, that's where I stay
Ride with it, G, slide through the challenge
Thought I was slippin', my feet stay balanced
Others try to do and find out they couldn't manage
If it was tough to the boy, then, nope, the world couldn't got it
Mean who want it? Money and the power
Hustle every second, every minute, every hour
Creepin' on the come up for sports, getting louder
Got no time to acquaint with these cowards
Skyling, mileage on the curb
Tell my leathers and the broads? [?], you ain't heard?
Try to contest, I suggest you bring word
Come with your best, nonetheless you get served
Layzie in the lease, saw them walking in my shadow
They can't swim [?] with no paddle
Shit get deep since 52 shallow
They can't reach this seat on my plateau
Bands go, put it on the afro
We them thugs that crept through the backdo'
Made a million, tryna get a billion
Yeah, that's why [?]
[Krayzie Bone]
We tryna go through hard times, through my hard grind
They get swallowed up by these city lights
My intention [?] to win it
I push it over the limit until I get it right
By any means: is my slogan
And I'm chasin' many dreams, so I'm focused
Eyes are wide open, rise or die slowly
Coming from the Cleveland streets, a lot homeless
[?] my dog
Let's keep it from the [?] to the heart
And send my mother regards
With my thugs all over the world
And you better believe we all over the world
From Brazil to Medellín
We keep it real in the field and never sing
A real nigga that'll die-hard
But you better believe: I will kill for mine dogs, a little reminder
[?] sweve by
[?] hustling worldwide, not living the restrictions
A nigga refuse to be the victim, I'd rather be the victor (killer!)
Don't get it twisted, I'm a winner
And I'm never the quitter, I be the go-getter
Remember BTNH [?]
[?] a nigga like a [?] like a gorilla
So tell all my competition to get ready
What?
[Negra Li]
Ôô, uôu-uôu, paz em meio ao caos
Você precisa ter coragem pra encontrar
Paz em meio ao caos
Woo!
Aprender a escapar das armadilhas
Buscar lugar de destaque na matilha
Marcar o caminho pra não se perder, não se perder
(Paz em meio ao caos)
(Paz em meio ao caos)
(Paz em meio ao caos)
(Paz em meio ao caos)
[Sandrão]
Barulho no Brasil, RZO, Bone
Reunião de vagabundo, formou o bonde
Disfarçado na motoca, atira e some
Bala perdida, o corpo de um homem
Madrugada é isso: vício, diversão
Na calada, meus irmãos não estão em vão
Uns criam pra obter a bênção
Outros matam, se arrependerão
Tá difícil pra encontrar o caminho
Largaram o menino descalço, sozinho
Semearam espinhos; se o menor viver, o que vai ser?
O tempo vai dizer
Tudo anda na contramão, sem amor, sem razão
A rua é uma lição, o rap é a solução
Não tá tudo bem, nada muda, só o pó
Na quebrada de alguém, você ouve RZO
Enquanto, no centro, os mendigos ao relento
Droga vendendo, consumo crescendo
Prometeram tudo, 'cê não vê é nada
Não há futuro pra molecada
Muita isca, fita errada
Se mantenha na estrada
[Helião]
Vejam só, nóis da ZO
É só abrir o mapa e ir marcando o X (ô, glória!)
'Tamo aqui e ali, conexão com os malandros, enfim
Lembramos de onde viemos, sim
Sabemos que sofrimento é ruim
Ser feliz, quem nunca quis?
Mas fazer por onde, quem está a fim?
Preto pobre não pode errar
Olha o relógio, pois não temos tempo
Uma pá de malandrão sem respeito (ahhhh!)
Pirraça, anseios, preconceito
As catedrais: construíram lá pra não orar
Nem sequer entrar (a onda)
É, não muda o pensar
Revolta, orgulho? Sei lá
Investir em terras é segurança
Você não confia na própria sombra
Deus não está em seu coração
No pior momento, pede uma oração
Os que não querem morrer, querem falar de morte
Um tal de murmurar, tá faltando sorte
Mais um sorriso falso se morde (se morde, se morde)
[Calado]
Eu me perdi no escuro e hoje eu sou
Franco-atirador, o lobo que voltou
Eu percebi que o mundo é traidor
O errado é promissor e o mundo é dos ator
[Negra Li]
Woo!
Aprender a escapar das armadilhas (viiish!)
Buscar lugar de destaque na matilha (auuuu!)
Marcar o caminho pra não se perder, não se perder
(Paz em meio ao caos)
(Paz em meio ao caos)
(Paz em meio ao caos)
(Paz em meio ao caos)
Woo-oo"
6283,Influência do Jazz,Carlos Lyra,"Pobre samba meu
Foi se misturando se modernizando, e se perdeu
E o rebolado cadê?, não tem mais
Cadê o tal gingado que mexe com a gente
Coitado do meu samba mudou de repente
Influência do jazz
Quase que morreu
E acaba morrendo, está quase morrendo, não percebeu
Que o samba balança de um lado pro outro
O jazz é diferente, pra frente pra trás
E o samba meio morto ficou meio torto
Influência do jazz
No afro-cubano, vai complicando
Vai pelo cano, vai
Vai entortando, vai sem descanso
Vai, sai, cai... no balanço!
Pobre samba meu
Volta lá pro morro e pede socorro onde nasceu
Pra não ser um samba com notas demais
Não ser um samba torto pra frente pra trás
Vai ter que se virar pra poder se livrar
Da influência do jazz"
6284,Céu da Boca,Ivete Sangalo,"É de babaixá! É de balacubaco!
É de babaixá! É de balacubaco!
É de babaixá! É de balacubaco!
É de babaixá! É de balacubaco!
Ih! Êh!
Pepepeperê! Pepeperepê!
Pepepeperê! Pepeperepê!
Pepepeperê! Pepeperepê!
Pepepeperê! Pepeperepê!
Pepepeperê! Pepeperepê!
Pepepeperê! Pepeperepê!
Pepepeperê! Pepeperepê!
Eu quero beijar
A sua boca loca
Eu quero beijar
A sua boca loca
Eu quero beijar
A sua boca loca
Eu quero beijar
A sua boca loca
E eu vou enfiar
Uva no céu da sua boca
Eu vou enfiar
Uva no céu da sua boca
Eu vou enfiar
Uva no céu da sua boca
Eu vou enfiar
Uva no céu da sua boca
E ai! Chupa toda!
Ai! Ai! Ai
Chupa toda!
Chupa! Chupa! Chupa!
De babaixá! De balacubaco!
É de babaixá! É de balacubaco!
É de babaixá! É de balacubaco!
É de babaixá! É de balacubaco!
Ih! Êh!
Pepepeperê! Pepeperepê!
Pepepeperê! Pepeperepê!
Pepepeperê! Pepeperepê!
Pepepeperê! Pepeperepê!
Ih! Êh!
Pepepeperê! Pepeperepê!
Pepepeperê! Pepeperepê!
Pepepeperê! Pepeperepê!
Eu quero beijar
A sua boca loca
Eu quero beijar
A sua boca loca
E eu quero beijar
A sua boca loca
Eu quero beijar
A sua boca loca
Eu vou enfiar
Uva no céu da sua boca
Eu vou enfiar
Uva no céu da sua boca
E eu vou enfiar
Uva no céu da sua boca
Eu vou enfiar
Uva no céu da sua boca
E ai! Chupa toda!
Diga prá mim!
Chupa toda!
E ai! Chupa toda!
Chupa! Chupa! Chupa!
E ai! Chupa toda!
E ai! Chupa toda!
E ai! Chupa toda!
E ai! Chupa toda!
E ai! Chupa toda!"
6285,"Happy Birthday, Sweet Sixteen",Neil Sedaka,"Tra la-la-la-la la-la-la-la
Happy birthday, sweet sixteen
Tra la-la-la-la la-la-la-la
Happy birthday, sweet sixteen
Tonight's the night I've waited for
Because you're not a baby anymore
You've turned into the prettiest girl
I've ever seen
Happy birthday, sweet sixteen
What happened to that funny face?
My little tomboy now wears satin and lace
I can't believe my eyes
You're just a teenage dream
Happy birthday, sweet sixteen
When you were only six
I was your big brother
Then when you were ten
We didn't like each other
When you were thirteen
You were my funny valentine
But since you've grown up
Your future is sewn up
From now on you're gonna be mine, so
If I should smile with sweet surprise
It's just that you've grown up
Before my very eyes
You've turned into the prettiest girl
I've ever seen
Happy birthday, sweet sixteen
If I should smile with sweet surprise
It's just that you've grown up
Before my very eyes
You've turned into the prettiest girl
I've ever seen
Happy birthday, sweet sixteen
Tra la-la-la-la la-la-la-la
Happy birthday, sweet sixteen
Tra la-la-la-la la-la-la-la
Happy birthday, sweet sixteen
Tra la-la-la-la la-la-la-la
Happy birthday, sweet sixteen"
6286,Castigo,Jorge & Mateus,"Tô sentindo raiva nesse seu olhar
Que jeito mais bobo de me castigar
Eu sei que fui grosso, mas saiu assim
É sempre que você não acredita em mim
E me manda embora dizendo que não rola mais
Sei que não sou santo
Nunca fui um anjo, mas não sou ruim
E quando eu amo sou do meu amor
Quero ela só pra mim
Quando você quer você me abandona
Me deixa o pó do caco, me manda pra lona
Aí eu canto e bebo pra tentar te esquecer
Eu já perdi o jogo, já perdi o norte
Sei que no amor também não tô com sorte
Tô roendo o toco, tô rindo pra não chorar
Essa indiferença, paixão dividida
Agora cada um segue a sua vida
De hoje em diante é eu pra cá, você pra lá
Sei que não sou santo, nunca fui um anjo, mas não sou ruim
E quando eu amo, sou do meu amor, quero ela só pra mim
Quando você quer você me abandona
Me deixa o pó do caco, me manda pra lona
Aí eu canto e bebo pra tentar te esquecer
Eu já perdi o jogo, já perdi o norte
Sei que no amor também não tô com sorte
Tô roendo o toco, tô rindo pra não chorar
Essa indiferença, paixão dividida
Agora cada um segue a sua vida
De hoje em diante é eu pra cá, você pra lá
Eu já perdi o jogo, já perdi o norte
Sei que no amor também não tô com sorte
Tô roendo o toco, tô rindo pra não chorar
Nessa indiferença, paixão dividida
Agora cada um segue a sua vida
De hoje em diante é eu pra cá, você pra lá"
6287,Hey Baby,Stephen Marley,"I've been gone a while, away from you
And I hope you overstand
That I've got to do what I must do to be a better man
Cause if I was too just to act a fool do nothing with myself
Then all my blessings would be cursed, my world would crumble in
It's a joy when I sit down and think of the good times that we have
And what we do to make it through when the good turns to the bad
Well I hope you'll find it in your heart and know these words are true
And please don't fuss because I must go do what I must do
Hey baby don't you worry, even though the road is rocky
I'll be coming home to you again
And if you thought that I was lost, I had to bear my cross
Now I'm free from all these chains
A time, a space, a different place how perfect we might be
I would be the wind that blows you'd be that willow tree
And I could never bear the thought of you not by my side
So I would be the warmth of day, you'd be the cool of night
And everyday I pray to Jah that one day you will see
And overstand the fact I must fulfill my destiny
I hope you find it in your heart and know these words are true
And please don't cry, you know that I must do what I must do
Hey baby don't you worry, even though the road is rocky
I'll be coming home to you again
And if you thought that I was lost, I have to bear my cross
Now I'm free from all these chains
Well and it's not easy
Jah knows how I try, I try
So don't you get irie
Jah knows how I try, I try
And God knows, that life is one big road
With a lot of signs and turns and twists and curves
Even though the road is rocky
But maintain to ride and keep on rockin'
From city to city, backyard to yard
And we be seein' the sites, standin' under the lights
And the spot is hot, it's cold and lonely at night
And I'm feenin' and I'm dreamin' and I'm holding you tight
But hold on, every single road I rode in
Comes to an end and I'm back home again
So baby please don't cry
It's no valley low and it's no mountain high
And our love don't die with the passage of time
It just grows more, it just keep strong
And even though I'm gone, I ain't never too far
You're the light through the dark, shining right through my heart
So my journey just start
Hey baby don't you worry, even though the road is rocky
I'll be coming home to you again
And if you thought that I was lost, I have to bear my cross
Now I'm free from all these chains
And if you thought that I was lost, I have to bear my cross
Now I'm free from all these chains"
6288,Onde Estás,Gabriel Guedes,"Eu quero muito mais
Eu quero muito mais
Do Teu imenso amor
Eu quero muito mais
Pra onde irei sem Ti?
Pra onde irei sem Ti?
A Tua face eu vi
Pra onde irei sem Ti?
Eu só quero estar onde estás
Mais perto do Teu coração
Nada é como o Teu amor
Nada é como o Teu amor
Eu quero muito mais
Eu quero muito mais
Do Teu imenso amor
Eu quero muito mais
Pra onde irei sem Ti?
Pra onde irei sem Ti?
A Tua face eu vi
Pra onde irei sem Ti?
Eu só quero estar onde estás
Mais perto do Teu coração
Nada é como o Teu amor
Nada é como o Teu amor
Eu só quero estar onde estás
Mais perto do Teu coração
Nada é como o Teu amor
Nada é como o Teu amor
Jesus, eu Te amo
Jesus, eu Te amo
Santo, Santo, Santo
Jesus, eu Te amo
Jesus, eu Te amo
Santo, Santo, Santo
Jesus, eu Te amo
Jesus, eu Te amo
Eu só quero estar onde estás
Mais perto do Teu coração
Nada é como o Teu amor
Nada é como o Teu amor
Eu só quero estar onde estás
Mais perto do Teu coração
Nada é como o Teu amor
Nada é como o Teu amor"
6289,Não Conte Pra Ninguém,Cicero Nogueira,"Não conte sua vida pra ninguém
Ninguém vai chorar a sua dor
Ninguém vai caminhar em seu caminho
E nem trilha a trilha que trilhou
Só tem um que pode entrar com providência
Só tem um que tem o bálsamo celestial
Só tem um que tira o mal pela raiz
Só tem um apenas um nenhum igual
Para ele pode até chorar baixinho
Se abrir contar chorando sua dor
Para ele mostrar os olhos vermelhos
E molhados porque o choro não secou
Porque ele faz se comover contigo
E enxugar seu rosto triste e sofredor
Não conte sua vida pra ninguém
Porque ninguém resolve o seu problema
Ninguém vai acalmar o seu coração
Deixar a sua prova mais abena
Conheço um que faz e fica feito
Problema que não possa resolver
Só ele pode ouvir a sua prece
E deixa tudo e não deixa por fazer
Para ele pode até chorar baixinho
Se abrir contar chorando sua dor
Para ele mostrar os olhos vermelhos
E molhados porque o choro não secou
Porque ele faz se comover contigo
E enxugar seu rosto triste e sofredor
Porque ele faz se comover contigo
E enxugar seu rosto triste
Sofredor"
6290,Sonhar Contigo,Adilson Ramos,"Sonhar contigo por toda vida
Sonhar contigo, meu amor, minha querida
Viver pensando em ti somente
Viver te amando ser só teu eternamente
Este é o meu maior desejo
Tomar tuas mãos, calar tua voz
Num longo beijo
E ter-te sempre bem junto a mim
Viver te amando, ser só teu até o fim
Este é o meu maior desejo
Tomar tuas mãos, calar tua voz
Num longo beijo
E ter-te sempre bem junto a mim
Viver te amando, ser só teu até o fim"
6291,I KNOW ?,Travis Scott,"Tell me, is you still up? (Up)
It's five AM and I'm drunk right now
Tell me, can we still fuck? (Fuck that shit)
One of one, I'm in the zone right now
Tell me, am I still? (Mmm)
Tellin' you just how I feel right now
You said it's just the drugs and I know
I know, I know, I know, I know, I know, I know
I lied too, way before (let's go), before
Before I had you right inside my arms
But then again, I could be drunk (it's lit, yeah)
Baby, I don't wanna sound righteous (yeah)
I got twenty bitches suckin' like bisons
I just eeny, meeny, miney, roll the dices, I pick her (pop it, pop it)
She ain't even really my type, been out here
She been losin' herself to the night shift
She been losin' herself and I get it
Oh, girl, yeah, I get it
Yeah, yeah, you've been fightin' for your shot
And you've been searchin' for your spot
Girl, I feel it, yeah, girl, I feel it, yeah
Oh, you think you got your groove
But you want someone like you (let's go)
Tell me, is you still up? (Up)
It's five AM and I'm drunk right now
Tell me, can we still fuck? (Fuck that shit)
One of one, I'm in the zone right now
Tell me, am I still? (Mmm)
Tellin' you just how I feel right now
You said it's just the drugs and I know
I know, I know, I know, I know, I know, I know (ooh, it's the kid, know it, damn it)
I lied too, way before, before (how they feelin', how they feelin', ooh)
Before I had you right inside my arms (feelin' like some money tonight)
But then again, I could be drunk (yeah)
I know, mami, I know (know)
It's two AM, don't stress (stress)
At three, that bullshit kick in
In thirty, you'll feel your best
I turned my whole spot to crucial
It's crucial, the way I left (it's lit)
Upstairs is like a low
My new bitches be the best (let's go)
I'm lookin' at her when her startin' to turn into you (her)
Now you startin' to fuck up my mind, is it you? Is it her?
We brought Booby Trap to the 'burbs
F29 is my address, in case you ain't heard
It's floodin' upstairs, it's a leak
I don't make it squeak, make it squirt
I make this shit beat, bon appétit when I feast
Slippin' and slide through the streets, it takes a finesse
Especially in this Cabriolet Jeep, engine make it hard to creep
Just leave the gate open, through the side door I'ma creep (ooh)
Are you 'bout it? Too real, and are the kids downstairs asleep?
And are you upstairs by yourself? A minute from there
Is there some room for me? Baby, do tell, do tell
Tell me, is you still up? (Up)
It's five AM and I'm drunk right now
Tell me, can we still fuck? (Fuck that shit)
One of one, I'm in the zone right now
Tell me, am I still? (Mmm)
Tellin' you just how I feel right now
You said it's just the drugs and I know
I know, I know, I know, I know, I know, I know
I lied too, way before (let's go), before
Before I had you right inside my arms
But then again, I could be drunk"
6292,Garota De Saint-tropez,Jorge Veiga,"Ulalá! Ulalá!
Você é mais você
Com o umbiguinho de fora,
Garota de saint-tropez!
Laranja da Bahia
Tem o umbiguinho de fora.
Por que é que você, Maria
Escondeu o seu até agora?"
