ID,Nome,Artista,Letra
106,Por Te Amar Assim,Marlon & Maicon,"Você ficou em mim dentro de minha alma
Feito uma tempestade que nunca se acalma
Amor que me pegou de um jeito inesperado
Teu nome é um grito preso na garganta
Te vendo acompanhada parecendo santa
E eu querendo ser quem está do seu lado
Será
Do jeito que você quiser assim será
Mesmo que toda vida tenha que esperar
Eu ficarei guardado neste sentimento
Por te amar assim
A felicidade é o meu castigo
Será que tanto amor pra mim é proibido
Estou morrendo aos poucos por sonhar contigo
Por te amar assim
Desejo a tua boca sem poder beijá-la
Desejo a tua pele sem poder tocá-la
E queimo de vontade a cada madrugada
Por te amar assim
Por te amar assim
Por te amar
Assim vou caminhando numa corda bamba
E sigo as tuas marcas feito tua sombra
Preso nesse amor que eu quero noite e dia
O tempo vai passando como vento forte
E eu aqui largado a minha própria sorte
Contando os segundos pra você ser minha
Será
Do jeito que você quiser assim será
Mesmo que toda vida tenha que esperar
Eu ficarei guardado neste sentimento
Por te amar assim
A felicidade é o meu castigo
Será que tanto amor pra mim é proibido
Estou morrendo aos poucos por sonhar contigo
Por te amar assim
Desejo a tua boca sem poder beijá-la
Desejo a tua pele sem poder tocá-la
E queimo de vontade a cada madrugada
Por te amar assim
Por te amar assim
Por te amar assim
Por te amar assim
A felicidade é o meu castigo
Será que tanto amor pra mim é proibido
Estou morrendo aos poucos por sonhar contigo
Por te amar assim
Desejo a tua boca sem poder beijá-la
Desejo a tua pele sem poder tocá-la
E queimo de vontade a cada madrugada
Por te amar assim
Por te amar assim
Por te amar assim"
1063,Deixa o Tempo,Fresno,"Eu não volto mais pra casa
Não há ninguém a me esperar
Eu não vou ver o sol nascer
Pois tranquei minhas janelas
Pra não deixar a luz entrar
Eu canto as notas mais erradas
De refrões que eu nem sei tocar
Tentei chegar até você
Mas você não ouviu nada
Chegou a hora de acordar
Então deixa que o tempo vai cicatrizar
Ele te trouxe até aqui, mas pode te fazer mudar
Então deixa que o tempo vai
Gravar a tua voz em mim
Pra que eu possa te ouvir toda vez que eu precisar
Queria tanto estar em casa
(O teu silêncio não traz paz)
Vendo mentiras na televisão
(Ele só me aproxima mais)
Esperando alguém ligar
(Deixei meu rádio em qualquer estação)
Então deixa que o tempo vai cicatrizar
Ele te trouxe até aqui, mas pode te fazer mudar
Então deixa que o tempo vai
Gravar a tua voz em mim
Para que eu possa te ouvir toda vez que eu precisar
Deixa que o tempo vai
Deixa que o tempo faz
Então deixa que o tempo vai cicatrizar
Ele te trouxe até aqui, mas pode te fazer mudar
(E você já mudou)
Deixa que o tempo vai
(Queria tanto estar em casa)
Gravar a tua voz em mim
Para que eu possa te ouvir
(Vendo mentiras na televisão)
Toda vez que eu precisar"
1071,Tá Vendo Aquela Lua,Exaltasamba,"Te filmando, eu tava quieto no meu canto
Cabelo bem cortado, perfume exalando
Daquele jeito que eu sei que você gosta
Mas eu te dei um papo e você nem deu resposta
Tudo bem, um dia vai, o outro vem
Você deve estar pensando em outro alguém
Mas se ele te merecesse, não estaria aqui
Não, não, não!
Ou talvez você não queira se envolver
Magoada, tá com medo de sofrer
Se me der uma chance não vai se arrepender
Não, não, não, não, não!
Tá vendo aquela Lua que brilha lá no céu?
Se você me pedir, eu vou buscar só pra te dar
Se bem que o brilho dela nem se compara ao seu
Deixa eu te dar um beijo, vou mostrar o tempo que perdeu
Que coisa louca, eu já sabia
Enquanto eu me arrumava algo me dizia
Você vai encontrar alguém que vai mudar
A sua vida inteira da noite pro dia!
Tá vendo aquela Lua que brilha lá no céu?
Se você me pedir, eu vou buscar só pra te dar
Se bem que o brilho dela nem se compara ao seu
Deixa eu te dar um beijo, vou mostrar o tempo que perdeu
Que coisa louca, eu já sabia
Enquanto eu me arrumava algo me dizia
Você vai encontrar alguém que vai mudar
A sua vida inteira da noite pro dia!
Te filmando, eu tava quieto no meu canto
Cabelo bem cortado, perfume exalando
Daquele jeito que eu sei que você gosta
Mas eu te dei um papo e você nem deu resposta (não)
Tudo bem, um dia vai, o outro vem
Você deve estar pensando em outro alguém
Mas se ele te merecesse, não estaria aqui
Não, não, não!
Ou talvez você não queira se envolver
Magoada, tá com medo de sofrer
Se me der uma chance não vai se arrepender
Não, não, não, não, não!
Tá vendo aquela Lua que brilha lá no céu?
Se você me pedir, eu vou buscar só pra te dar
Se bem que o brilho dela nem se compara ao seu
Deixa eu te dar um beijo, vou mostrar o tempo que perdeu
Que coisa louca, eu já sabia
Enquanto eu me arrumava algo me dizia
Você vai encontrar alguém que vai mudar
A sua vida inteira da noite pro dia!
Tá vendo aquela Lua que brilha lá no céu?
Se você me pedir, eu vou buscar só pra te dar
Se bem que o brilho dela nem se compara ao seu
Deixa eu te dar um beijo, vou mostrar o tempo que perdeu
Que coisa louca, eu já sabia
Enquanto eu me arrumava algo me dizia
Você vai encontrar alguém que vai mudar
A sua vida inteira da noite pro dia!
Te filmando, eu tava quieto no meu canto"
1090,Minha Vida É Você,Hevo84,"Se eu disser que eu não acreditei
Quando você me disse adeus
Esse não pode ser o fim
Não me arrepender do que falei
A vida me tornou assim
O nosso vício se perdeu dentro de mim
Hoje vai ser mais uma vez
Vou acordar sem você ao meu lado
Hoje vai ser mais uma vez
Vou aprender que minha vida é você
Minha vida é você
Se eu disser que hoje eu sonhei
Com aquele dia olhando o mar ao lado teu
Vou te ligar e te dizer que sinto falta
Enlouquecendo ouvindo a sua voz dizer
Me liga agora e vai saber
Se o meu mundo ainda é você
Hoje vai ser mais uma vez
Vou acordar sem você ao meu lado
Hoje vai ser mais uma vez
Vou aprender que minha vida é você
E saio pelas ruas sem pra onde ir
Passo a noite acordado tentando fugir
Dessa vontade de telefonar
Dessa vontade de dizer
Que meu mundo essa noite é você
Hoje vai ser mais uma vez
Vou acordar sem você ao meu lado
Hoje vai ser mais uma vez
Vou aprender que minha vida é você
minha vida é você"
1095,Vivendo e Aprendendo,Capital Inicial,"Outra história com um outro rosto
Um outro beijo com o mesmo gosto
Era cedo e não podia dar certo
Lá vem um outro dia frio e encoberto
Agora veja o meu estado
Olhando o futuro e prevendo o passado
Como alguém que não sabe o que quer
Mentindo pra todos enquanto puder
Gritar!
Se foi um erro, eu quero errar sempre assim
Gritar!
Se teve um começo, que tenha fim
O tempo virou e me deu as costas
Outra pergunta com a mesma resposta
Os dias são sempre iguais
O mesmo filme em todos canais
Eu quero voar, mas tenho medo de altura
O céu azul me dá tontura
Eu caio, mas não chego ao chão
Estou certo, mas perdi a razão
Gritar!
Se foi um erro, eu quero errar sempre assim
Gritar!
Se teve um começo, que tenha fim
Vivendo e aprendendo a perder
Vivendo e aprendendo a esquecer
Vivendo e aprendendo a perder
Vivendo e aprendendo a esquecer
Gritar!
Se foi um erro, eu quero errar sempre assim
Gritar!
Se teve um começo, que tenha fim
Se teve um começo, que tenha fim
Se teve um começo, que tenha fim
Se teve um começo, que tenha fim"
11,"Maria, Maria",Milton Nascimento,"Maria, Maria é um dom, uma certa magia
Uma força que nos alerta
Uma mulher que merece viver e amar
Como outra qualquer do planeta
Maria, Maria é o som, é a cor, é o suor
É a dose mais forte e lenta
De uma gente que ri quando deve chorar
E não vive, apenas aguenta
Mas é preciso ter força, é preciso ter raça
É preciso ter gana sempre
Quem traz no corpo a marca
Maria, Maria mistura a dor e a alegria
Mas é preciso ter manha, é preciso ter graça
É preciso ter sonho sempre
Quem traz na pele essa marca
Possui a estranha mania de ter fé na vida
Mas é preciso ter força, é preciso ter raça
É preciso ter gana sempre
Quem traz no corpo a marca
Maria, Maria mistura a dor e a alegria
Mas é preciso ter manha, é preciso ter graça
É preciso ter sonho sempre
Quem traz na pele essa marca
Possui a estranha mania de ter fé na vida"
1114,The Time (Dirty Bit),Black Eyed Peas,"(This is international)
(Big, mega radio smasher)
I've had the time of my life
And I've never felt this way before
And I swear this is true
And I owe it all to you
Oh, I've had the time of my life
And I've never felt this way before
And I swear this is true
And I owe it all to you, you
You, you, you, you, you, you, you, you
You-you-you-you-you-you-you-you
Y-y-y-y-y-y-y-y-y-y-y
Dirty bit!
Dirty bit!
I, I came up in here to rock
Light a fire, make it hot
I don't wanna take no pictures
I just wanna take some shots
So come on, let's go
Let's lose control
Let's do it all night
Till we can't do it no mo'
People rockin' to the sound
Turn it up and watch it pound
We gon' rock it to the top
Until the roof come burnin' down
Yeah, it's hot in here
The temperature
Has got these ladies
Gettin' freakier
I got freaky, freaky, baby
I was chilling with my ladies
I didn't come to get bougie
I came here to get crazy
I was born to get wild
That's my style
If you didn't know that
Well, baby, now you know now
'Cause I'm
Havin'
A good time with you
I'm tellin' you
I've had the time of my life
And I've never felt this way before
And I swear this is true
And I owe it all to you
Oh, I've had the time of my life
And I've never felt this way before
And I swear this is true
And I owe it all to you, you
You, you, you, you, you, you, you, you
You-you-you-you-you-you-you-you
Y-y-y-y-y-y-y-y-y-y-y
Dirty bit!
Dirty bit!
All, all these girls, they like my swagger
They callin' me Mick Jagger
I be Rolling like a Stone
Jetsetter, jetlagger
We ain't messin' with no maggots
Messin' with the baddest
Chicks in the club
Honey, what's up?
Mirror, mirror on the wall
Who's the baddest of them all?
Yeah, it's gotta be the Apl
I'm the mack daddy, y'all
Haters better step back
Ladies (download your app)
I'm the party application
Rockin' just like that
(This is international)
(Big, mega radio smasher)
'Cause I'm
Havin'
A good time with you
I'm tellin' you
I-I-I-I had the time of my life
And I've never felt this way before-fore
And I swear-wear this is true
And I owe it all to you
Oh, I-I-I-I've had the time of my life
And I've never felt this way before-fore
And I swear-wear this is true
And I owe it all to you
I-I-I-I had the time of my life
And I've never felt this way before
And I swear this is true
And I owe it all to you
Oh, I-I-I-I've had the time of my life
And I never felt this way before
And I swear this is true
And I owe it all to you
Dirty bit!
(Welcome)
(This is the beginning)
(For every ending is mega starter)
(When they bring the dark)
(We bring the light)
(Let's go!)"
1134,Chuva,Paulinho da Viola,"Começou bem cedo aquela chuva
Sem fazer ruído e me roendo
Como se saudasse
O inverno no meu coração
Como se soubesse
O quanto eu estava sofrendo
Suportei na hora meu maior tormento
Até silenciar com resignação
Esperando o sol que não apareceu
Enxugando os prantos da desilusão
Chuva
Pode cair à vontade
Hoje eu não sinto saudade
A solidão terminou
São apenas lembranças de um tempo
Tão distante
Trazidas pela nostalgia
Que nesta manhã
Você me despertou"
1149,Pra Você Lembrar,Restart,"Mesmo de longe eu queria te fazer
Sentir tudo o que eu sinto por você
Às vezes queria poder te ter
Às vezes me sinto invisível pra você
E eu vou voar pra algum lugar
Com você, com você
Pra te encontrar, te dizer
Te ter aqui faz parte do meu jogo
Me faz feliz poder te ver de novo
Vou te mostrar que falta muito pouco
Pra eu olhar no teu olho e dizer
Amo você
Todo o meu mundo gira em torno de
Achar maneiras para te fazer sorrir
Nem a distância e o medo de perder
Nada vai me fazer te esquecer
Eu vou voar, pra algum lugar
Com você, com você
Pra te encontrar, te dizer
Te ter aqui faz parte do meu jogo
Me faz feliz poder te ver de novo
Vou te mostrar que falta muito pouco
Pra eu olhar no teu olho e dizer
Amo você
E se o mundo um dia te virar as costas
Lembra que eu sou feliz só por você existir
Só por estar aqui
E se algum dia me ver longe demais
Pensa em tudo que eu sou capaz
Pra te ver sorrir, te ver sorrir
Te ter aqui faz parte do meu jogo
Me faz feliz poder te ver de novo
Vou te mostrar que falta muito pouco
Pra eu olhar no teu olho e dizer
Te ter aqui faz parte do meu jogo
Me faz feliz poder te ver de novo
Vou te mostrar que falta muito pouco
Pra eu olhar no teu olho e dizer
Amo você
Amo você
Amo você"
115,Que Ves,Tihuana,"Olhando no olho posso viajar
Falta em mim o truque saber aceitar
Estamos em busca de um ponto final
Pra poder chegar de uma só vez
Que vês? Que vês quando me vês?
Quando a mentira acabará?
A prece pra Deus pode nos enganar
O bem e o mal ainda podem se encontrar
O fim se aproxima com vistas para o mar
Cruzando a vida sem se preocupar
Que vês? Que vês quando me vês?
Quando a mentira acabará?
O fim se aproxima com vista para o mar
Cruzando a vida sem se preocupar
Que vês? Que vês quando me vês?
Quando a mentira acabará?"
1157,Eu Sei,Papas da Língua,"Eu sei
Tudo pode acontecer
Eu sei
Nosso amor não vai morrer
Vou pedir aos céus
Você aqui comigo
Vou jogar no mar
Flores pra te encontrar
Não sei
Porque você disse adeus
Guardei
O beijo que você me deu
Vou pedir aos céus
Você aqui comigo
Vou jogar no mar
Flores pra te encontrar
Yeah
You say goodbye
And I say hello
You say goodbye
And I say hello
Oh, oh, ooh
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Não sei
Porque você disse adeus, não sei
Guardei
O beijo que você me deu
Vou pedir aos céus
Você aqui comigo
Vou jogar no mar
Flores pra te encontrar
Yeah, yeah
You say goodbye
And I say hello
You say goodbye
And I say hello
Oh, oh, oh
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Oh, oh, oh"
